ï»¿UniqueID,Database,County where tick found,State,Year,Date tick found,Host,"Host Genus, Family, or Order",Host_taxon_1,Host_taxon_2,Host_taxon_3,Genus,Species(2016),Tick_Taxon,Lifestage_not_specified,Adult_Female,Adult_Male,Adults,Nymph,Larva,Submission,Total#/submission,Comments
TD0476,TRL1900_1993,Mercer,PA,1967,10/1/1967,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0477,TRL1900_1993,Allegheny,PA,1967,11/1/1967,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0478,TRL1900_1993,Centre,PA,1967,12/13/1967,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0479,TRL1900_1993,Philadelphia,PA,1967,12/29/1967,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0469,TRL1900_1993,Centre,PA,1967,6/21/1967,porcupine,Rodentia,Rodentia,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0472,TRL1900_1993,Lancaster,PA,1967,7/20/1967,rabbit,Lagomorpha,Other mammal,NA,NA,Haemaphysalis,leporis-palustris,Other,1,0,0,0,0,0,1,1,
TD0480,TRL1900_1993,Butler,PA,1968,1/17/1968,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0481,TRL1900_1993,Mercer,PA,1968,1/17/1968,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0482,TRL1900_1993,Butler,PA,1968,1/18/1968,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0483,TRL1900_1993,Mercer,PA,1968,1/18/1968,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0484,TRL1900_1993,Mercer,PA,1968,1/18/1968,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0485,TRL1900_1993,Snyder,PA,1968,1/25/1968,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0487,TRL1900_1993,Lawrence,PA,1968,2/28/1968,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0488,TRL1900_1993,Mercer,PA,1968,3/8/1968,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0489,TRL1900_1993,Forest,PA,1968,3/17/1968,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0490,TRL1900_1993,Centre,PA,1968,3/19/1968,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0491,TRL1900_1993,Chester,PA,1968,3/19/1968,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0492,TRL1900_1993,Mercer,PA,1968,3/21/1968,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0493,TRL1900_1993,Mercer,PA,1968,3/21/1968,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0494,TRL1900_1993,Mercer,PA,1968,3/22/1968,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0495,TRL1900_1993,Mercer,PA,1968,3/22/1968,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0496,TRL1900_1993,Luzerne,PA,1968,3/23/1968,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0497,TRL1900_1993,Berks,PA,1968,3/25/1968,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0498,TRL1900_1993,Mercer,PA,1968,3/25/1968,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0499,TRL1900_1993,Clinton,PA,1968,3/26/1968,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0500,TRL1900_1993,Centre,PA,1968,3/27/1968,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0501,TRL1900_1993,Centre,PA,1968,3/27/1968,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0502,TRL1900_1993,Centre,PA,1968,3/29/1968,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0503,TRL1900_1993,Centre,PA,1968,4/1/1968,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0504,TRL1900_1993,Centre,PA,1968,4/2/1968,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0505,TRL1900_1993,Centre,PA,1968,4/15/1968,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0506,TRL1900_1993,Berks,PA,1968,11/1/1968,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0486,TRL1900_1993,Lehigh,PA,1968,2/1/1968,snake,Reptilia,Reptilia,NA,NA,Amblyomma,dissimile,Amblyomma sp.,1,0,0,0,0,0,1,1,
TD0507,TRL1900_1993,Dauphin,PA,1969,3/27/1969,Dog,Canis,Dog,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0508,TRL1900_1993,Wyoming,PA,1969,4/17/1969,Dog,Canis,Dog,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0510,TRL1900_1993,Lehigh,PA,1969,11/22/1969,Dog,Canis,Dog,NA,NA,Amblyomma,maculatum,Amblyomma sp.,1,0,0,0,0,0,1,1,
TD0509,TRL1900_1993,Dauphin,PA,1969,6/6/1969,Human,Homo sapiens,Human,NA,NA,Ixodes,dentatus,Other Ixodes sp.,1,0,0,0,0,0,1,1,
TD0511,TRL1900_1993,Northhampton,PA,1970,9/8/1970,Dog,Canis,Dog,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0512,TRL1900_1993,Centre,PA,1971,11/29/1971,deer,Cervidae,Other mammal,NA,NA,Dermacentor,albipictus,Dermacentor sp.,0,1,1,2,0,0,1,2,
TD0513,TRL1900_1993,Elk,PA,1971,11/29/1971,elk,Cervidae,Other mammal,NA,NA,Dermacentor,albipictus,Dermacentor sp.,0,1,1,2,2,0,1,"4
",
TD0514,TRL1900_1993,Northumberland,PA,1980,5/6/1980,bat,Chiroptera,Other mammal,NA,NA,Ornithodoros,kelleyi,Other,1,0,0,0,0,0,1,1,
TD0515,TRL1900_1993,Wyoming,PA,1982,8/30/1982,bat,Chiroptera,Other mammal,NA,NA,Ornithodoros,kelleyi,Other,1,0,0,0,0,0,1,1,
TD0518,TRL1900_1993,Dauphin,PA,1987,10/19/1987,deer,Cervidae,Other mammal,NA,NA,Dermacentor,albipictus,Dermacentor sp.,1,0,0,0,0,0,1,1,
TD0525,TRL1900_1993,Delaware,PA,1987,12/28/1987,deer,Cervidae,Other mammal,NA,NA,Ixodes,scapularis,I. scapularis,1,0,0,0,0,0,1,1,
TD0516,TRL1900_1993,Elk,PA,1987,4/13/1987,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,1,0,0,0,0,0,1,1,
TD0524,TRL1900_1993,Elk,PA,1987,11/10/1987,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,1,0,0,0,0,0,1,1,
TD0526,TRL1900_1993,Delaware,PA,1987,12/28/1987,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,1,0,0,0,0,0,1,1,
TD0517,TRL1900_1993,Erie,PA,1987,10/13/1987,not attached to host,Not attached,Not attached,NA,NA,Ixodes,scapularis,I. scapularis,1,0,0,0,0,0,1,1,
TD0519,TRL1900_1993,Erie,PA,1987,10/21/1987,not attached to host,Not attached,Not attached,NA,NA,Ixodes,scapularis,I. scapularis,1,0,0,0,0,0,1,1,
TD0520,TRL1900_1993,Erie,PA,1987,10/22/1987,not attached to host,Not attached,Not attached,NA,NA,Ixodes,scapularis,I. scapularis,1,0,0,0,0,0,1,1,
TD0521,TRL1900_1993,Erie,PA,1987,10/23/1987,not attached to host,Not attached,Not attached,NA,NA,Ixodes,scapularis,I. scapularis,1,0,0,0,0,0,1,1,
TD0522,TRL1900_1993,Erie,PA,1987,10/24/1987,not attached to host,Not attached,Not attached,NA,NA,Ixodes,scapularis,I. scapularis,1,0,0,0,0,0,1,1,
TD0523,TRL1900_1993,Erie,PA,1987,10/26/1987,not attached to host,Not attached,Not attached,NA,NA,Ixodes,scapularis,I. scapularis,1,0,0,0,0,0,1,1,
TD0528,TRL1900_1993,Wayne,PA,1988,5/5/1988,Dog,Canis,Dog,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,5,3,8,0,0,1,8,
TD0527,TRL1900_1993,Erie,PA,1988,4/25/1988,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,1,0,0,0,0,0,1,1,
TD0602,TRL1900_1993,Mercer,PA,1989,12/29/1989,bat,Chiroptera,Other mammal,NA,NA,Ornithodoros,kelleyi,Other,1,0,0,0,0,0,1,1,
TD0588,TRL1900_1993,Dauphin,PA,1989,10/25/1989,deer,Cervidae,Other mammal,NA,NA,Dermacentor,albipictus,Dermacentor sp.,0,1,6,7,0,0,1,7,
TD0595,TRL1900_1993,Butler,PA,1989,11/30/1989,deer,Cervidae,Other mammal,NA,NA,Dermacentor,albipictus,Dermacentor sp.,0,0,0,0,1,0,1,1,
TD0535,TRL1900_1993,Allegheny,PA,1989,5/31/1989,Dog,Canis,Dog,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,0,1,1,1,
TD0538,TRL1900_1993,Allegheny,PA,1989,6/7/1989,Dog,Canis,Dog,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD0541,TRL1900_1993,Lycoming,PA,1989,6/9/1989,Dog,Canis,Dog,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,0,0,1,0,
TD0542,TRL1900_1993,Centre,PA,1989,6/10/1989,Dog,Canis,Dog,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,0,0,1,0,
TD0565,TRL1900_1993,Beaver,PA,1989,7/28/1989,Dog,Canis,Dog,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0566,TRL1900_1993,Jefferson,PA,1989,7/31/1989,Dog,Canis,Dog,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0587,TRL1900_1993,Allegheny,PA,1989,10/15/1989,Dog,Canis,Dog,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD0600,TRL1900_1993,Delaware,PA,1989,12/15/1989,Dog,Canis,Dog,NA,NA,Ixodes,scapularis,I. scapularis,0,2,0,2,0,0,1,2,
TD0536,TRL1900_1993,Jefferson,PA,1989,6/1/1989,ferret,Mustelidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0530,TRL1900_1993,Centre,PA,1989,2/24/1989,fox,Canidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0592,TRL1900_1993,Susquehanna,PA,1989,11/22/1989,fox,Canidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,4,1,5,
TD0596,TRL1900_1993,Chester,PA,1989,11/30/1989,fox,Canidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,2,10,1,12,
TD0590,TRL1900_1993,Cumberland,PA,1989,11/12/1989,grey fox,Canidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,7,0,1,7,
TD0532,TRL1900_1993,Luzerne,PA,1989,4/16/1989,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0533,TRL1900_1993,Allegheny,PA,1989,5/15/1989,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,1,0,1,0,0,1,1,
TD0534,TRL1900_1993,Montgomery,PA,1989,5/24/1989,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,1,0,0,0,0,0,1,1,
TD0537,TRL1900_1993,Allegheny,PA,1989,6/5/1989,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,1,0,1,0,0,1,1,
TD0539,TRL1900_1993,Chester,PA,1989,6/9/1989,Human,Homo sapiens,Human,NA,NA,Amblyomma,americanum,Amblyomma sp.,0,0,0,0,0,0,1,0,
TD0540,TRL1900_1993,Dauphin,PA,1989,6/9/1989,Human,Homo sapiens,Human,NA,NA,Ixodes,dentatus,Other Ixodes sp.,0,0,0,0,0,0,1,0,
TD0544,TRL1900_1993,Bradford,PA,1989,6/13/1989,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,0,0,1,0,
TD0545,TRL1900_1993,Franklin,PA,1989,6/14/1989,Human,Homo sapiens,Human,NA,NA,Ixodes,dentatus,Other Ixodes sp.,0,0,0,0,0,0,1,0,
TD0550,TRL1900_1993,Allegheny,PA,1989,7/1/1989,Human,Homo sapiens,Human,NA,NA,Ixodes,dentatus,Other Ixodes sp.,0,0,0,0,1,0,1,1,
TD0551,TRL1900_1993,Allegheny,PA,1989,7/5/1989,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD0559,TRL1900_1993,Indiana,PA,1989,7/20/1989,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0561,TRL1900_1993,Mercer,PA,1989,7/26/1989,Human,Homo sapiens,Human,NA,NA,Ixodes,dentatus,Other Ixodes sp.,1,0,0,0,0,0,1,1,
TD0562,TRL1900_1993,Crawford,PA,1989,7/26/1989,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0567,TRL1900_1993,Centre,PA,1989,8/1/1989,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0579,TRL1900_1993,Allegheny,PA,1989,8/27/1989,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD0582,TRL1900_1993,Centre,PA,1989,9/12/1989,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,0,0,1,0,
TD0585,TRL1900_1993,Montgomery,PA,1989,9/21/1989,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,1,0,0,0,0,0,1,1,
TD0586,TRL1900_1993,Allegheny,PA,1989,10/13/1989,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,1,0,1,0,0,1,1,
TD0601,TRL1900_1993,Chester,PA,1989,12/15/1989,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD0599,TRL1900_1993,Bedford,PA,1989,12/4/1989,No record,No record,No record,NA,NA,Dermacentor,albipictus,Dermacentor sp.,1,0,0,0,0,0,1,1,
TD0531,TRL1900_1993,Berks,PA,1989,3/13/1989,not attached to host,Not attached,Not attached,NA,NA,Ixodes,scapularis,I. scapularis,1,0,0,0,0,0,1,1,
TD0543,TRL1900_1993,Blair,PA,1989,6/13/1989,not attached to host,Not attached,Not attached,NA,NA,Amblyomma,americanum,Amblyomma sp.,0,0,0,0,0,0,1,0,
TD0557,TRL1900_1993,Warren,PA,1989,7/17/1989,not attached to host,Not attached,Not attached,NA,NA,Ixodes,scapularis,I. scapularis,1,0,0,0,0,0,1,1,
TD0571,TRL1900_1993,Lackawanna,PA,1989,8/5/1989,not attached to host,Not attached,Not attached,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0574,TRL1900_1993,Centre,PA,1989,8/15/1989,not attached to host,Not attached,Not attached,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0577,TRL1900_1993,Crawford,PA,1989,8/17/1989,not attached to host,Not attached,Not attached,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0578,TRL1900_1993,Beaver,PA,1989,8/24/1989,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0580,TRL1900_1993,Crawford,PA,1989,8/29/1989,not attached to host,Not attached,Not attached,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,0,0,1,0,
TD0581,TRL1900_1993,Adams,PA,1989,9/5/1989,not attached to host,Not attached,Not attached,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,0,0,1,0,
TD0593,TRL1900_1993,Dauphin,PA,1989,11/27/1989,not attached to host,Not attached,Not attached,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0594,TRL1900_1993,Dauphin,PA,1989,11/27/1989,not attached to host,Not attached,Not attached,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0568,TRL1900_1993,York,PA,1989,8/3/1989,NR,No record,No record,NA,NA,Amblyomma,americanum,Amblyomma sp.,1,0,0,0,0,0,1,1,
TD0548,TRL1900_1993,Allegheny,PA,1989,6/29/1989,opossum,Marsupialia,Other mammal,NA,NA,Dermacentor,variabilis,Dermacentor sp.,6,0,0,0,0,0,1,6,
TD0549,TRL1900_1993,Allegheny,PA,1989,6/29/1989,opossum,Marsupialia,Other mammal,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD0564,TRL1900_1993,Allegheny,PA,1989,7/28/1989,rabbit,Lagomorpha,Other mammal,NA,NA,Ixodes,dentatus,Other Ixodes sp.,0,1,0,1,0,0,1,1,
TD0555,TRL1900_1993,Allegheny,PA,1989,7/11/1989,Raccoon,Procyonidae,Other mammal,NA,NA,Rhipicephalus,sp.,Rhipicephalus sp.,0,0,0,0,1,0,1,1,
TD0546,TRL1900_1993,Allegheny,PA,1989,6/18/1989,raccoon,Procyonidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,0,0,1,1,2,1,1,4,
TD0547,TRL1900_1993,Allegheny,PA,1989,6/22/1989,raccoon,Procyonidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,6,1,1,7,
TD0552,TRL1900_1993,Greene,PA,1989,7/6/1989,raccoon,Procyonidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,3,0,1,3,
TD0553,TRL1900_1993,Allegheny,PA,1989,7/7/1989,raccoon,Procyonidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,0,1,1,1,
TD0554,TRL1900_1993,Allegheny,PA,1989,7/7/1989,raccoon,Procyonidae,Other mammal,NA,NA,Ixodes,texanus,Other Ixodes sp.,0,1,0,1,0,0,1,1,
TD0556,TRL1900_1993,Allegheny,PA,1989,7/12/1989,raccoon,Procyonidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,0,1,1,1,
TD0558,TRL1900_1993,Franklin,PA,1989,7/19/1989,raccoon,Procyonidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,5,0,1,5,
TD0563,TRL1900_1993,Allegheny,PA,1989,7/28/1989,raccoon,Procyonidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,5,0,1,5,
TD0569,TRL1900_1993,Crawford,PA,1989,8/4/1989,raccoon,Procyonidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,5,0,1,5,
TD0570,TRL1900_1993,Crawford,PA,1989,8/4/1989,raccoon,Procyonidae,Other mammal,NA,NA,Ixodes,texanus,Other Ixodes sp.,0,0,0,0,1,0,1,1,
TD0572,TRL1900_1993,Allegheny,PA,1989,8/13/1989,raccoon,Procyonidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD0573,TRL1900_1993,Allegheny,PA,1989,8/15/1989,raccoon,Procyonidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,2,3,1,5,
TD0575,TRL1900_1993,Northhampton,PA,1989,8/16/1989,raccoon,Procyonidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,1,1,2,
TD0576,TRL1900_1993,York,PA,1989,8/16/1989,raccoon,Procyonidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,12,3,1,15,
TD0583,TRL1900_1993,Columbia,PA,1989,9/18/1989,raccoon,Procyonidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,5,1,1,6,
TD0584,TRL1900_1993,Columbia,PA,1989,9/18/1989,raccoon,Procyonidae,Other mammal,NA,NA,Ixodes,texanus,Other Ixodes sp.,0,0,0,0,1,0,1,1,
TD0597,TRL1900_1993,Lancaster,PA,1989,12/4/1989,raccoon,Procyonidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,5,2,1,7,
TD0560,TRL1900_1993,Snyder,PA,1989,7/26/1989,striped skunk,Mephitidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,15,0,1,15,
TD0589,TRL1900_1993,Monroe,PA,1989,10/31/1989,striped skunk,Mephitidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,4,0,1,4,
TD0591,TRL1900_1993,Northhampton,PA,1989,11/22/1989,striped skunk,Mephitidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,4,1,1,5,
TD0598,TRL1900_1993,Northhampton,PA,1989,12/4/1989,striped skunk,Mephitidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,4,0,1,4,
TD1374,TRL1900_1993,Erie,PA,1990,6/6/1990,3 chipmunks and white footed mouse,Rodentia,Rodentia,NA,NA,Ixodes,scapularis,I. scapularis,0,0,0,0,7,37,1,44,
TD1388,TRL1900_1993,Erie,PA,1990,6/6/1990,3 chipmunks and white footed mouse,Rodentia,Rodentia,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD1375,TRL1900_1993,Erie,PA,1990,6/6/1990,"3 chipmunks,7 P. leucopus",Rodentia,Rodentia,NA,NA,Ixodes,scapularis,I. scapularis,0,0,0,0,4,6,1,10,
TD1389,TRL1900_1993,Erie,PA,1990,6/6/1990,"3 chipmunks,7 P. leucopus",Rodentia,Rodentia,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD1390,TRL1900_1993,Erie,PA,1990,6/6/1990,"3 chipmunks,7 P. leucopus",Rodentia,Rodentia,NA,NA,Ornithodoros,kelleyi,Other,0,1,0,1,0,0,1,1,
TD0617,TRL1900_1993,Allegheny,PA,1990,2/21/1990,cat,Felis,Cat,NA,NA,Ixodes,cookei,I. cookei,0,1,0,1,0,0,1,1,
TD0633,TRL1900_1993,York,PA,1990,3/16/1990,cat,Felis,Cat,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD0655,TRL1900_1993,Crawford,PA,1990,4/6/1990,cat,Felis,Cat,NA,NA,Ixodes,cookei,I. cookei,0,0,1,1,0,0,1,1,
TD0656,TRL1900_1993,Dauphin,PA,1990,4/6/1990,cat,Felis,Cat,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD0660,TRL1900_1993,Greene,PA,1990,4/9/1990,cat,Felis,Cat,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,2,2,0,0,1,2,
TD0704,TRL1900_1993,Greene,PA,1990,4/18/1990,cat,Felis,Cat,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD0705,TRL1900_1993,Montgomery,PA,1990,4/18/1990,cat,Felis,Cat,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD0723,TRL1900_1993,Montgomery,PA,1990,4/21/1990,cat,Felis,Cat,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,0,0,1,0,1,1,
TD0731,TRL1900_1993,Montgomery,PA,1990,4/22/1990,cat,Felis,Cat,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,3,3,0,0,1,3,
TD0834,TRL1900_1993,Montgomery,PA,1990,4/28/1990,cat,Felis,Cat,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,1,2,0,0,1,2,
TD0853,TRL1900_1993,Greene,PA,1990,4/30/1990,cat,Felis,Cat,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD0903,TRL1900_1993,Washington,PA,1990,5/2/1990,cat,Felis,Cat,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD0912,TRL1900_1993,Montgomery,PA,1990,5/2/1990,cat,Felis,Cat,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD0940,TRL1900_1993,Greene,PA,1990,5/4/1990,cat,Felis,Cat,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,14,14,28,0,0,1,28,
TD0955,TRL1900_1993,Franklin,PA,1990,5/4/1990,cat,Felis,Cat,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD0968,TRL1900_1993,Greene,PA,1990,5/6/1990,cat,Felis,Cat,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD1051,TRL1900_1993,Chester,PA,1990,5/10/1990,cat,Felis,Cat,NA,NA,Ixodes,scapularis,I. scapularis,0,0,0,0,6,0,1,6,
TD1057,TRL1900_1993,Chester,PA,1990,5/10/1990,cat,Felis,Cat,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,2,2,4,0,0,1,4,
TD1086,TRL1900_1993,Lycoming,PA,1990,5/13/1990,cat,Felis,Cat,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
