Log,Collected,WOTY,Received,Species,Stage,Bloodfed?,Host,Infected?,County,Count,Event Count
LDS-05-062,4/20/2005 0:00,16,4/24/2005 0:00,Ixodes scapularis,F,N,Human,N,Story,1,1
LDS-05-066,4/24/2005 0:00,16,4/27/2005 0:00,Ixodes scapularis,F,N,,N,Winneshiek,1,1
LDS-05-067,4/25/2005 0:00,17,4/27/2005 0:00,Ixodes scapularis,F,Y,Human,N,Polk,1,1
LDS-05-068,4/28/2005 0:00,17,4/28/2005 0:00,Ixodes scapularis,M,N,,N,Boone,1,1
LDS-05-069,4/22/2005 0:00,16,4/28/2005 0:00,Ixodes scapularis,F,N,Human,N,Keokuk,1,1
LDS-05-071,4/16/2005 0:00,15,5/1/2005 0:00,Ixodes scapularis,F,Y,Dog,N,Winneshiek,1,1
LDS-05-077,4/27/2005 0:00,17,5/2/2005 0:00,Ixodes scapularis,F,N,Human,N,Dallas,1,1
LDS-05-090,4/24/2005 0:00,16,5/2/2005 0:00,Ixodes scapularis,F,,Human,N,Muscatine,1,1
LDS-05-091,4/28/2005 0:00,17,5/2/2005 0:00,Ixodes scapularis,F,N,Human,N,Muscatine,1,1
LDS-05-093,5/2/2005 0:00,18,5/4/2005 0:00,Ixodes scapularis,F,N,Human,N,Dubuque,1,1
LDS-05-095,5/2/2005 0:00,18,5/8/2005 0:00,Ixodes scapularis,F,N,Human,N,Louisa,1,1
LDS-05-105,5/8/2005 0:00,18,5/10/2005 0:00,Ixodes scapularis,L,N,Human,N,Decatur,1,1
LDS-05-109,5/8/2005 0:00,18,5/11/2005 0:00,Ixodes scapularis,F,N,Human,Y,Winneshiek,1,1
LDS-05-110,5/10/2005 0:00,19,5/11/2005 0:00,Ixodes scapularis,M,N,Human,N,Marshall,1,1
LDS-05-113,5/6/2005 0:00,18,5/17/2005 0:00,Ixodes scapularis,F,N,,N,Dubuque,1,1
LDS-05-126,5/10/2005 0:00,19,5/17/2005 0:00,Ixodes scapularis,F,N,,N,Winneshiek,1,1
LDS-05-127,5/10/2005 0:00,19,5/17/2005 0:00,Ixodes scapularis,N,N,Human,N,Winneshiek,1,1
LDS-05-133,5/15/2005 0:00,19,5/18/2005 0:00,Ixodes scapularis,F,N,Human,N,Winneshiek,1,1
LDS-05-148,5/20/2005 0:00,20,5/24/2005 0:00,Ixodes scapularis,N,N,Human,N,Marshall,1,1
LDS-05-152,5/23/2005 0:00,21,5/25/2005 0:00,Ixodes scapularis,N,N,,N,OOS - Illinois,0,0
LDS-05-155,5/9/2005 0:00,19,5/26/2005 0:00,Ixodes scapularis,F,N,,N,Linn,1,1
LDS-05-159,5/23/2005 0:00,21,5/30/2005 0:00,Ixodes scapularis,N,N,Human,N,Muscatine,1,1
LDS-05-164,5/29/2005 0:00,21,5/31/2005 0:00,Ixodes scapularis,N,N,Human,N,OOS - Wisconsin,0,0
LDS-05-165,5/26/2005 0:00,21,5/31/2005 0:00,Ixodes scapularis,N,N,Human,N,Muscatine,1,1
LDS-05-174,5/28/2005 0:00,21,5/31/2005 0:00,Ixodes scapularis,F,N,Human,N,Allamakee,1,1
LDS-05-177,5/23/2005 0:00,21,6/1/2005 0:00,Ixodes scapularis,F,,,N,Dubuque,1,1
LDS-05-178,5/29/2005 0:00,21,6/1/2005 0:00,Ixodes scapularis,N,N,Human,N,Dubuque,1,1
LDS-05-179,5/29/2005 0:00,21,6/1/2005 0:00,Ixodes scapularis,N,N,Human,N,Dubuque,1,1
LDS-05-183,5/30/2005 0:00,22,6/2/2005 0:00,Ixodes scapularis,N,Y,Human,N,Linn,1,1
LDS-05-186,6/5/2005 0:00,22,6/5/2005 0:00,Ixodes scapularis,N,N,Human,N,Marshall,1,1
LDS-05-191,5/30/2005 0:00,22,6/5/2005 0:00,Ixodes scapularis,F,N,Human,N,Clayton,1,1
LDS-05-192,6/1/2005 0:00,22,6/5/2005 0:00,Ixodes scapularis,N,Y,Cat,N,Linn,1,1
LDS-05-195,6/1/2005 0:00,22,6/6/2005 0:00,Ixodes scapularis,N,N,Human,N,Marshall,1,1
LDS-05-198,6/2/2005 0:00,22,6/7/2005 0:00,Ixodes scapularis,N,N,Cat,N,Linn,1,1
LDS-05-199,6/2/2005 0:00,22,6/7/2005 0:00,Ixodes scapularis,F,Y,Cat,N,Linn,1,1
LDS-05-201,6/5/2005 0:00,22,6/7/2005 0:00,Ixodes scapularis,N,N,Human,N,Winneshiek,1,1
LDS-05-202,6/4/2005 0:00,22,6/8/2005 0:00,Ixodes scapularis,N,N,Human,N,Winneshiek,1,1
LDS-05-206,6/12/2005 0:00,23,6/13/2005 0:00,Ixodes scapularis,N,N,Human,N,Jefferson,1,1
LDS-05-208,6/9/2005 0:00,23,6/14/2005 0:00,Ixodes scapularis,N,Y,Human,N,Clayton,1,1
LDS-05-209,6/9/2005 0:00,23,6/14/2005 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-05-210,6/12/2005 0:00,23,6/14/2005 0:00,Ixodes scapularis,M,N,Human,N,Polk,1,1
LDS-05-211,6/17/2005 0:00,24,6/17/2005 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-05-212,6/17/2005 0:00,24,6/17/2005 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-05-213,6/17/2005 0:00,24,6/17/2005 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-05-214,6/17/2005 0:00,24,6/17/2005 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-05-215,6/17/2005 0:00,24,6/17/2005 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,1
LDS-05-230,6/20/2005 0:00,25,6/26/2005 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-05-231,6/22/2005 0:00,25,6/26/2005 0:00,Ixodes scapularis,F,Y,Human,N,Butler,1,1
LDS-05-232,6/22/2005 0:00,25,6/26/2005 0:00,Ixodes scapularis,F,Y,Human,N,Butler,1,0
LDS-05-234,6/22/2005 0:00,25,6/26/2005 0:00,Ixodes scapularis,F,N,Human,N,Clayton,1,1
LDS-05-235,6/22/2005 0:00,25,6/26/2005 0:00,Ixodes scapularis,L,N,Human,N,Clayton,1,1
LDS-05-236,6/22/2005 0:00,25,6/26/2005 0:00,Ixodes scapularis,L,Y,Human,N,Clayton,1,1
LDS-05-239,6/21/2005 0:00,25,6/27/2005 0:00,Ixodes scapularis,N,N,,N,Winneshiek,1,1
LDS-05-240,6/26/2005 0:00,25,6/27/2005 0:00,Ixodes scapularis,N,Y,Human,N,Johnson,1,1
LDS-05-246,6/27/2005 0:00,26,6/29/2005 0:00,Ixodes scapularis,N,N,Human,N,Winneshiek,1,1
LDS-05-248,6/30/2005 0:00,26,7/4/2005 0:00,Ixodes scapularis,N,N,Human,N,Winneshiek,1,1
LDS-05-251,7/1/2005 0:00,26,7/6/2005 0:00,Ixodes scapularis,N,Y,Human,N,Winneshiek,1,1
LDS-05-258,6/23/2005 0:00,25,7/7/2005 0:00,Ixodes scapularis,F,Y,Human,Y,Winneshiek,1,1
LDS-05-260,7/8/2005 0:00,27,7/11/2005 0:00,Ixodes scapularis,N,N,Human,N,Winneshiek,1,1
LDS-05-265,7/3/2005 0:00,26,7/11/2005 0:00,Ixodes scapularis,N,Y,,N,OOS - Wisconsin,0,0
LDS-05-268,7/11/2005 0:00,28,7/13/2005 0:00,Ixodes scapularis,N,Y,Human,N,Iowa,1,1
LDS-05-269,7/12/2005 0:00,28,7/14/2005 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-05-270,7/12/2005 0:00,28,7/14/2005 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-05-271,6/26/2005 0:00,25,7/14/2005 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-05-272,6/26/2005 0:00,25,7/14/2005 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-05-274,7/4/2005 0:00,27,7/14/2005 0:00,Ixodes scapularis,F,Y,Human,N,Taylor,1,1
LDS-05-276,7/14/2005 0:00,28,7/18/2005 0:00,Ixodes scapularis,N,,,N,Winneshiek,1,1
LDS-05-277,7/13/2005 0:00,28,7/18/2005 0:00,Ixodes scapularis,F,Y,Human,Y,Clayton,1,1
LDS-05-278,7/13/2005 0:00,28,7/18/2005 0:00,Ixodes scapularis,N,N,,N,Winneshiek,1,1
LDS-05-282,7/21/2005 0:00,29,7/25/2005 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-05-285,7/20/2005 0:00,29,7/25/2005 0:00,Ixodes scapularis,N,,Human,N,Clayton,1,1
LDS-05-286,7/20/2005 0:00,29,7/25/2005 0:00,Ixodes scapularis,N,,Human,N,Clayton,1,1
LDS-05-291,7/20/2005 0:00,29,7/27/2005 0:00,Ixodes scapularis,L,Y,Human,N,Muscatine,1,1
LDS-05-292,7/24/2005 0:00,29,7/28/2005 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-05-296,7/31/2005 0:00,30,8/2/2005 0:00,Ixodes scapularis,L,N,,N,Winneshiek,1,1
LDS-05-307,8/16/2005 0:00,33,8/21/2005 0:00,Ixodes scapularis,N,Y,Dog,N,Hancock,1,1
LDS-05-309,8/28/2005 0:00,34,8/28/2005 0:00,Ixodes scapularis,F,N,Human,N,Louisa,1,1
LDS-05-310,8/28/2005 0:00,34,8/29/2005 0:00,Ixodes scapularis,N,Y,Human,N,Winneshiek,1,1
LDS-05-322,10/10/2005 0:00,41,10/16/2005 0:00,Ixodes scapularis,F,Y,Human,N,Story,1,1
LDS-05-323,10/10/2005 0:00,41,10/16/2005 0:00,Ixodes scapularis,F,Y,Human,N,Story,1,0
LDS-05-324,10/4/2005 0:00,40,10/16/2005 0:00,Ixodes scapularis,F,N,Human,N,Winneshiek,1,1
LDS-05-325,10/9/2005 0:00,40,10/16/2005 0:00,Ixodes scapularis,F,N,Human,N,OOS - Minnesota,0,0
LDS-05-326,10/2/2005 0:00,39,10/16/2005 0:00,Ixodes scapularis,F,N,Human,N,Winneshiek,1,1
LDS-05-329,10/12/2005 0:00,41,10/19/2005 0:00,Ixodes scapularis,F,N,Human,N,Johnson,1,1
LDS-05-330,10/13/2005 0:00,41,10/19/2005 0:00,Ixodes scapularis,M,N,Human,N,Boone,1,1
LDS-05-331,10/18/2005 0:00,42,10/20/2005 0:00,Ixodes scapularis,F,Y,Dog,N,Muscatine,1,1
LDS-05-332,10/20/2005 0:00,42,10/27/2005 0:00,Ixodes scapularis,F,N,Human,N,Clayton,1,1
LDS-05-333,10/26/2005 0:00,43,10/30/2005 0:00,Ixodes scapularis,F,N,,Y,Winneshiek,1,1
LDS-05-334,10/26/2005 0:00,43,10/30/2005 0:00,Ixodes scapularis,F,N,Human,N,Dallas,1,1
LDS-05-336,10/30/2005 0:00,43,11/1/2005 0:00,Ixodes scapularis,F,N,Human,N,Johnson,1,1
LDS-05-337,11/3/2005 0:00,44,11/6/2005 0:00,Ixodes scapularis,F,N,Human,N,Marshall,1,1
LDS-05-338,11/1/2005 0:00,44,11/6/2005 0:00,Ixodes scapularis,F,N,Human,N,Winneshiek,1,1
LDS-05-339,10/31/2005 0:00,44,11/6/2005 0:00,Ixodes scapularis,F,N,Human,N,Allamakee,1,1
LDS-05-340,10/31/2005 0:00,44,11/6/2005 0:00,Ixodes scapularis,F,N,Human,Y,Allamakee,1,0
LDS-05-341,11/4/2005 0:00,44,11/9/2005 0:00,Ixodes scapularis,F,N,Human,N,Johnson,1,1
LDS-05-342,11/8/2005 0:00,45,11/9/2005 0:00,Ixodes scapularis,M,N,,N,Story,1,1
LDS-05-343,11/8/2005 0:00,45,11/9/2005 0:00,Ixodes scapularis,F,N,,N,Story,1,0
LDS-05-344,11/9/2005 0:00,45,11/15/2005 0:00,Ixodes scapularis,F,N,Human,Y,Winneshiek,1,1
LDS-05-345,11/13/2005 0:00,45,11/17/2005 0:00,Ixodes scapularis,F,Y,Human,N,Washington,1,1
LDS-05-346,11/2/2005 0:00,44,11/21/2005 0:00,Ixodes scapularis,F,Y,Human,N,Johnson,1,1
LDS-05-347,11/21/2005 0:00,47,11/27/2005 0:00,Ixodes scapularis,F,Y,Human,N,Allamakee,1,1
LDS-05-348,11/13/2005 0:00,45,12/1/2005 0:00,Ixodes scapularis,F,N,Human,N,Dubuque,1,1
LDS-06-001,1/22/2006 0:00,3,1/26/2006 0:00,Ixodes scapularis,F,Y,Human,N,Johnson,1,1
LDS-06-002,2/4/2006 0:00,5,2/14/2006 0:00,Ixodes scapularis,F,N,None,N,Muscatine,1,1
LDS-06-003,11/1/2005 0:00,44,3/13/2006 0:00,Ixodes scapularis,L,N,Human,N,Scott,1,1
LDS-06-004,3/15/2006 0:00,11,3/20/2006 0:00,Ixodes scapularis,F,Y,Human,N,Johnson,1,1
LDS-06-005,3/14/2006 0:00,11,3/21/2006 0:00,Ixodes scapularis,F,Y,Human,N,Tama,1,1
LDS-06-006,3/23/2006 0:00,12,3/27/2006 0:00,Ixodes scapularis,F,Y,Dog,N,Adair,1,1
LDS-06-007,3/28/2006 0:00,13,3/30/2006 0:00,Ixodes scapularis,N,N,Human,N,Dubuque,1,1
LDS-06-008,3/29/2006 0:00,13,4/3/2006 0:00,Ixodes scapularis,F,Y,Dog,N,Johnson,1,1
LDS-06-010,3/31/2006 0:00,13,4/5/2006 0:00,Ixodes scapularis,F,Y,Human,N,Muscatine,1,1
LDS-06-011,3/25/2006 0:00,12,4/6/2006 0:00,Ixodes scapularis,F,N,Dog,N,Fayette,1,1
LDS-06-013,4/3/2006 0:00,14,4/10/2006 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-06-016,4/11/2006 0:00,15,4/14/2006 0:00,Ixodes scapularis,N,N,Human,N,Iowa,1,1
LDS-06-017,4/14/2006 0:00,15,4/17/2006 0:00,Ixodes scapularis,N,N,Human,N,Winneshiek,1,1
LDS-06-020,4/12/2006 0:00,15,4/17/2006 0:00,Ixodes scapularis,L,N,Human,N,Iowa,1,1
LDS-06-028,4/14/2006 0:00,15,4/21/2006 0:00,Ixodes scapularis,F,N,Human,N,Muscatine,1,1
LDS-06-039,4/23/2006 0:00,16,4/26/2006 0:00,Ixodes scapularis,F,N,Human,N,Winneshiek,1,1
LDS-06-046,4/21/2006 0:00,16,4/27/2006 0:00,Ixodes scapularis,F,Y,Human,N,Clarke,1,1
LDS-06-062,4/28/2006 0:00,17,5/2/2006 0:00,Ixodes scapularis,F,Y,Human,Y,Iowa,1,1
LDS-06-063,4/18/2006 0:00,17,5/2/2006 0:00,Ixodes scapularis,N,N,Human,Y,Muscatine,1,1
LDS-06-075,4/20/2006 0:00,16,5/2/2006 0:00,Ixodes scapularis,F,N,Human,Y,Winneshiek,1,1
LDS-06-076,4/30/2006 0:00,18,5/2/2006 0:00,Ixodes scapularis,F,N,Human,N,Marshall,1,1
LDS-06-077,4/29/2006 0:00,17,5/2/2006 0:00,Ixodes scapularis,F,Y,Human,N,Iowa,1,1
LDS-06-093,5/1/2006 0:00,18,5/9/2006 0:00,Ixodes scapularis,F,N,Human,N,Iowa,1,1
LDS-06-104,5/4/2006 0:00,18,5/9/2006 0:00,Ixodes scapularis,N,N,Human,Y,Allamakee,1,1
LDS-06-105,5/5/2006 0:00,18,5/9/2006 0:00,Ixodes scapularis,N,N,Human,N,Allamakee,1,1
LDS-06-108,5/2/2006 0:00,18,5/9/2006 0:00,Ixodes scapularis,N,N,Human,N,Cedar,1,1
LDS-06-125,5/8/2006 0:00,19,5/10/2006 0:00,Ixodes scapularis,F,N,Human,N,Iowa,1,1
LDS-06-126,5/7/2006 0:00,18,5/10/2006 0:00,Ixodes scapularis,F,N,Human,N,Clayton,1,1
LDS-06-137,5/8/2006 0:00,19,5/10/2006 0:00,Ixodes scapularis,F,Y,Human,N,Clayton,1,1
LDS-06-142,5/9/2006 0:00,19,5/11/2006 0:00,Ixodes scapularis,F,N,Human,N,Dubuque,1,1
LDS-06-145,5/8/2006 0:00,19,5/11/2006 0:00,Ixodes scapularis,F,N,Human,Y,Muscatine,1,1
LDS-06-152,5/7/2006 0:00,19,5/12/2006 0:00,Ixodes scapularis,F,Y,Human,N,Allamakee,1,1
LDS-06-153,5/9/2006 0:00,19,5/12/2006 0:00,Ixodes scapularis,F,N,Human,N,Clinton,1,1
LDS-06-154,5/12/2006 0:00,19,5/15/2006 0:00,Ixodes scapularis,L,N,Human,N,Warren,1,1
LDS-06-157,5/9/2006 0:00,19,5/15/2006 0:00,Ixodes scapularis,F,Y,Human,N,Muscatine,1,1
LDS-06-163,5/11/2006 0:00,19,5/16/2006 0:00,Ixodes scapularis,F,Y,Human,N,Boone,1,1
LDS-06-164,5/11/2006 0:00,19,5/16/2006 0:00,Ixodes scapularis,F,N,Human,N,Boone,1,0
LDS-06-165,5/11/2006 0:00,19,5/16/2006 0:00,Ixodes scapularis,F,N,Human,Y,Johnson,1,1
LDS-06-166,5/3/2006 0:00,18,5/16/2006 0:00,Ixodes scapularis,F,N,Human,N,Clayton,1,1
LDS-06-182,5/20/2006 0:00,20,5/25/2006 0:00,Ixodes scapularis,N,N,Human,N,Winneshiek,1,1
LDS-06-185,5/24/2006 0:00,21,5/26/2006 0:00,Ixodes scapularis,F,Y,Human,N,Muscatine,1,1
LDS-06-186,5/23/2006 0:00,21,5/26/2006 0:00,Ixodes scapularis,N,N,Human,N,Allamakee,1,1
LDS-06-187,5/23/2006 0:00,21,5/26/2006 0:00,Ixodes scapularis,N,N,Human,N,Muscatine,1,1
LDS-06-188,5/26/2006 0:00,21,5/30/2006 0:00,Ixodes scapularis,N,N,Human,N,Linn,1,1
LDS-06-191,5/23/2006 0:00,21,5/31/2006 0:00,Ixodes scapularis,F,Y,Human,N,Muscatine,1,1
LDS-06-194,5/26/2006 0:00,21,5/31/2006 0:00,Ixodes scapularis,N,N,Human,N,Muscatine,1,1
LDS-06-200,5/26/2006 0:00,21,6/1/2006 0:00,Ixodes scapularis,N,N,Human,N,Iowa,1,1
LDS-06-201,5/30/2006 0:00,22,6/1/2006 0:00,Ixodes scapularis,N,N,Human,N,Winneshiek,1,1
LDS-06-202,5/30/2006 0:00,22,6/1/2006 0:00,Ixodes scapularis,F,N,Human,Y,Winneshiek,1,1
LDS-06-203,5/30/2006 0:00,22,6/1/2006 0:00,Ixodes scapularis,F,N,Human,N,Winneshiek,1,1
LDS-06-205,5/30/2006 0:00,22,6/1/2006 0:00,Ixodes scapularis,N,N,Human,N,Johnson,1,1
LDS-06-209,5/30/2006 0:00,22,6/1/2006 0:00,Ixodes scapularis,F,N,Human,N,Allamakee,1,1
LDS-06-212,5/29/2006 0:00,22,6/1/2006 0:00,Ixodes scapularis,N,N,Human,N,Winneshiek,1,1
LDS-06-213,5/31/2006 0:00,22,6/1/2006 0:00,Ixodes scapularis,F,Y,Human,Y,Allamakee,1,1
LDS-06-216,5/30/2006 0:00,22,6/2/2006 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-06-217,5/30/2006 0:00,22,6/2/2006 0:00,Ixodes scapularis,F,N,Human,N,Clayton,1,1
LDS-06-219,5/31/2006 0:00,22,6/5/2006 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-06-223,6/1/2006 0:00,22,6/5/2006 0:00,Ixodes scapularis,F,N,Human,N,Allamakee,1,1
LDS-06-234,6/4/2006 0:00,22,6/7/2006 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-06-237,6/7/2006 0:00,23,6/8/2006 0:00,Ixodes scapularis,N,Y,Dog,N,Hancock,1,1
LDS-06-238,6/7/2006 0:00,23,6/8/2006 0:00,Ixodes scapularis,N,Y,Dog,N,Hancock,1,0
LDS-06-241,6/5/2006 0:00,23,6/8/2006 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-06-243,6/6/2006 0:00,23,6/9/2006 0:00,Ixodes scapularis,N,N,Human,N,Allamakee,1,1
LDS-06-245,6/4/2006 0:00,22,6/9/2006 0:00,Ixodes scapularis,N,N,Human,N,Winneshiek,1,1
LDS-06-247,6/7/2006 0:00,23,6/12/2006 0:00,Ixodes scapularis,N,N,Human,N,Iowa,1,1
LDS-06-248,6/7/2006 0:00,23,6/12/2006 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-06-255,6/12/2006 0:00,24,6/14/2006 0:00,Ixodes scapularis,N,N,Human,N,Linn,1,1
LDS-06-259,6/7/2006 0:00,23,6/14/2006 0:00,Ixodes scapularis,N,N,Cat,N,Johnson,1,1
LDS-06-260,6/7/2006 0:00,23,6/14/2006 0:00,Ixodes scapularis,N,N,Cat,N,Johnson,1,0
LDS-06-261,6/7/2006 0:00,23,6/14/2006 0:00,Ixodes scapularis,N,N,Cat,N,Johnson,1,0
LDS-06-262,6/7/2006 0:00,23,6/14/2006 0:00,Ixodes scapularis,N,N,Cat,N,Johnson,1,0
LDS-06-265,6/12/2006 0:00,24,6/15/2006 0:00,Ixodes scapularis,N,N,Human,N,Johnson,1,1
LDS-06-269,6/13/2006 0:00,24,6/16/2006 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-06-270,6/13/2006 0:00,24,6/16/2006 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-06-271,6/13/2006 0:00,24,6/16/2006 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,1
LDS-06-273,6/13/2006 0:00,24,6/16/2006 0:00,Ixodes scapularis,F,Y,Human,N,Butler,1,1
LDS-06-274,6/7/2006 0:00,23,6/16/2006 0:00,Ixodes scapularis,N,N,Human,N,Jefferson,1,1
LDS-06-279,6/15/2006 0:00,24,6/19/2006 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-06-280,6/18/2006 0:00,24,6/21/2006 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,1
LDS-06-286,6/20/2006 0:00,25,6/22/2006 0:00,Ixodes scapularis,F,Y,Human,N,Winneshiek,1,1
LDS-06-287,6/19/2006 0:00,25,6/23/2006 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-06-288,6/20/2006 0:00,25,6/23/2006 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-06-289,6/17/2006 0:00,24,6/23/2006 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-06-290,6/19/2006 0:00,25,6/23/2006 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-06-293,6/21/2006 0:00,25,6/26/2006 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-06-294,6/21/2006 0:00,25,6/26/2006 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-06-295,6/21/2006 0:00,25,6/26/2006 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-06-296,6/22/2006 0:00,25,6/26/2006 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-06-298,6/24/2006 0:00,25,6/28/2006 0:00,Ixodes scapularis,N,N,Human,N,Winneshiek,1,1
LDS-06-300,6/27/2006 0:00,26,6/28/2006 0:00,Ixodes scapularis,N,Y,Dog,N,Story,1,1
LDS-06-301,6/23/2006 0:00,25,6/29/2006 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-06-302,6/26/2006 0:00,26,6/29/2006 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-06-305,6/26/2006 0:00,26,7/3/2006 0:00,Ixodes scapularis,L,N,Human,N,Clayton,1,1
LDS-06-306,6/27/2006 0:00,26,7/3/2006 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-06-307,6/29/2006 0:00,26,7/3/2006 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-06-309,6/29/2006 0:00,26,7/3/2006 0:00,Ixodes scapularis,L,N,Human,N,Muscatine,1,1
LDS-06-310,7/1/2006 0:00,26,7/3/2006 0:00,Ixodes scapularis,N,Y,Human,N,Johnson,1,1
LDS-06-315,6/28/2006 0:00,26,7/6/2006 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-06-316,6/28/2006 0:00,26,7/6/2006 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-06-317,6/28/2006 0:00,26,7/6/2006 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-06-318,6/28/2006 0:00,26,7/6/2006 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-06-319,6/30/2006 0:00,26,7/6/2006 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-06-321,7/7/2006 0:00,27,7/9/2006 0:00,Ixodes scapularis,N,N,Human,N,Jones,1,1
LDS-06-326,7/5/2006 0:00,27,7/12/2006 0:00,Ixodes scapularis,N,N,Human,N,Muscatine,1,1
LDS-06-327,7/5/2006 0:00,27,7/12/2006 0:00,Ixodes scapularis,N,N,Human,N,Muscatine,1,1
LDS-06-344,7/11/2006 0:00,28,7/18/2006 0:00,Ixodes scapularis,N,Y,Human,N,Clayton,1,1
LDS-06-345,7/12/2006 0:00,28,7/18/2006 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-06-347,7/13/2006 0:00,28,7/21/2006 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-06-348,7/14/2006 0:00,28,7/21/2006 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-06-349,7/17/2006 0:00,29,7/21/2006 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-06-356,7/26/2006 0:00,30,7/27/2006 0:00,Ixodes scapularis,N,N,Human,N,Buchanan,1,1
LDS-06-359,7/18/2006 0:00,29,7/31/2006 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,1
LDS-06-366,7/29/2006 0:00,31,8/4/2006 0:00,Ixodes scapularis,N,N,Human,N,OOS - Wisconsin,0,0
LDS-06-372,8/2/2006 0:00,31,8/6/2006 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-06-378,8/29/2006 0:00,35,9/1/2006 0:00,Ixodes scapularis,M,N,Dog,N,Linn,1,1
LDS-06-381,9/20/2006 0:00,38,9/26/2006 0:00,Ixodes scapularis,M,N,Human,N,Winneshiek,1,1
LDS-06-382,9/21/2006 0:00,38,9/26/2006 0:00,Ixodes scapularis,M,N,Dog,N,Linn,1,1
LDS-06-383,9/23/2006 0:00,38,10/3/2006 0:00,Ixodes scapularis,F,N,Human,N,Johnson,1,1
LDS-06-384,10/6/2006 0:00,40,10/11/2006 0:00,Ixodes scapularis,F,Y,Human,N,Dubuque,1,1
LDS-06-385,10/9/2006 0:00,41,10/11/2006 0:00,Ixodes scapularis,F,N,Human,N,OOS - Wisconsin,0,0
LDS-06-386,10/8/2006 0:00,40,10/11/2006 0:00,Ixodes scapularis,F,N,Human,N,Winneshiek,1,1
LDS-06-387,10/9/2006 0:00,41,10/12/2006 0:00,Ixodes scapularis,F,N,Human,N,Delaware,1,1
LDS-06-388,10/11/2006 0:00,41,10/13/2006 0:00,Ixodes scapularis,F,N,Human,Y,Louisa,1,1
LDS-06-389,10/10/2006 0:00,41,10/18/2006 0:00,Ixodes scapularis,F,Y,Human,N,Linn,1,1
LDS-06-390,10/16/2006 0:00,42,10/18/2006 0:00,Ixodes scapularis,F,Y,Dog,N,Polk,1,1
LDS-06-391,10/17/2006 0:00,42,10/17/2006 0:00,Ixodes scapularis,F,N,None,N,Boone,1,1
LDS-06-392,10/17/2006 0:00,42,10/18/2006 0:00,Ixodes scapularis,F,N,Human,Y,Johnson,1,1
